"Country or Area","Year","Area","Month","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Italy","1998","Total","April","Data tabulated by year of occurrence","Final figure, complete","2003","41828",""
"Italy","1998","Total","May","Data tabulated by year of occurrence","Final figure, complete","2003","45053",""
"Italy","1998","Total","June","Data tabulated by year of occurrence","Final figure, complete","2003","43048",""
"Italy","1998","Total","July","Data tabulated by year of occurrence","Final figure, complete","2003","45865",""
"Italy","1998","Total","August","Data tabulated by year of occurrence","Final figure, complete","2003","44114",""
"Italy","1998","Total","September","Data tabulated by year of occurrence","Final figure, complete","2003","47268",""
"Italy","1998","Total","October","Data tabulated by year of occurrence","Final figure, complete","2003","45092",""
"Italy","1998","Total","November","Data tabulated by year of occurrence","Final figure, complete","2003","40577",""
"Italy","1998","Total","December","Data tabulated by year of occurrence","Final figure, complete","2003","42012",""
"Italy","1997","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1998","528901",""
"Italy","1997","Total","January","Data tabulated by year of occurrence","Final figure, complete","1998","42961",""
"Italy","1997","Total","February","Data tabulated by year of occurrence","Final figure, complete","1998","38353",""
"Italy","1997","Total","March","Data tabulated by year of occurrence","Final figure, complete","1998","41745",""
"Italy","1997","Total","April","Data tabulated by year of occurrence","Final figure, complete","1998","43413",""
"Italy","1997","Total","May","Data tabulated by year of occurrence","Final figure, complete","1998","47167",""
"Italy","1997","Total","June","Data tabulated by year of occurrence","Final figure, complete","1998","48858",""
"Italy","1997","Total","July","Data tabulated by year of occurrence","Final figure, complete","1998","51186",""
"Italy","1997","Total","August","Data tabulated by year of occurrence","Final figure, complete","1998","44149",""
"Italy","1997","Total","September","Data tabulated by year of occurrence","Final figure, complete","1998","45933",""
"Italy","1997","Total","October","Data tabulated by year of occurrence","Final figure, complete","1998","41570",""
"Italy","1997","Total","November","Data tabulated by year of occurrence","Final figure, complete","1998","39199",""
"Italy","1997","Total","December","Data tabulated by year of occurrence","Final figure, complete","1998","44367",""
"Italy","1996","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1998","525640",""
"Italy","1996","Total","January","Data tabulated by year of occurrence","Final figure, complete","1998","42645",""
"Italy","1996","Total","February","Data tabulated by year of occurrence","Final figure, complete","1998","39315",""
"Italy","1996","Total","March","Data tabulated by year of occurrence","Final figure, complete","1998","42758",""
"Italy","1996","Total","April","Data tabulated by year of occurrence","Final figure, complete","1998","40910",""
"Italy","1996","Total","May","Data tabulated by year of occurrence","Final figure, complete","1998","45116",""
"Italy","1996","Total","June","Data tabulated by year of occurrence","Final figure, complete","1998","44680",""
"Italy","1996","Total","July","Data tabulated by year of occurrence","Final figure, complete","1998","48922",""
"Italy","1996","Total","August","Data tabulated by year of occurrence","Final figure, complete","1998","46096",""
"Italy","1996","Total","September","Data tabulated by year of occurrence","Final figure, complete","1998","45585",""
"Italy","1996","Total","October","Data tabulated by year of occurrence","Final figure, complete","1998","45331",""
"Italy","1996","Total","November","Data tabulated by year of occurrence","Final figure, complete","1998","41007",""
"Italy","1996","Total","December","Data tabulated by year of occurrence","Final figure, complete","1998","43275",""
"Italy","1995","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1998","525609",""
"Italy","1995","Total","January","Data tabulated by year of occurrence","Final figure, complete","1998","42996",""
"Italy","1995","Total","February","Data tabulated by year of occurrence","Final figure, complete","1998","38420",""
"Italy","1995","Total","March","Data tabulated by year of occurrence","Final figure, complete","1998","42618",""
"Italy","1995","Total","April","Data tabulated by year of occurrence","Final figure, complete","1998","40172",""
"Italy","1995","Total","May","Data tabulated by year of occurrence","Final figure, complete","1998","44708",""
"Italy","1995","Total","June","Data tabulated by year of occurrence","Final figure, complete","1998","44533",""
"Italy","1995","Total","July","Data tabulated by year of occurrence","Final figure, complete","1998","47839",""
"Italy","1995","Total","August","Data tabulated by year of occurrence","Final figure, complete","1998","46507",""
"Italy","1995","Total","September","Data tabulated by year of occurrence","Final figure, complete","1998","47050",""
"Italy","1995","Total","October","Data tabulated by year of occurrence","Final figure, complete","1998","47118",""
"Italy","1995","Total","November","Data tabulated by year of occurrence","Final figure, complete","1998","41321",""
"Italy","1995","Total","December","Data tabulated by year of occurrence","Final figure, complete","1998","42327",""
"Italy","1994","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1998","533050",""
"Italy","1994","Total","January","Data tabulated by year of occurrence","Final figure, complete","1998","43859",""
"Italy","1994","Total","February","Data tabulated by year of occurrence","Final figure, complete","1998","38767",""
"Italy","1994","Total","March","Data tabulated by year of occurrence","Final figure, complete","1998","44163",""
"Italy","1994","Total","April","Data tabulated by year of occurrence","Final figure, complete","1998","43948",""
"Italy","1994","Total","May","Data tabulated by year of occurrence","Final figure, complete","1998","47419",""
"Italy","1994","Total","June","Data tabulated by year of occurrence","Final figure, complete","1998","45082",""
"Italy","1994","Total","July","Data tabulated by year of occurrence","Final figure, complete","1998","47703",""
"Italy","1994","Total","August","Data tabulated by year of occurrence","Final figure, complete","1998","45599",""
"Italy","1994","Total","September","Data tabulated by year of occurrence","Final figure, complete","1998","45976",""
"Italy","1994","Total","October","Data tabulated by year of occurrence","Final figure, complete","1998","44419",""
"Italy","1994","Total","November","Data tabulated by year of occurrence","Final figure, complete","1998","42382",""
"Italy","1994","Total","December","Data tabulated by year of occurrence","Final figure, complete","1998","43733",""
"Italy","1993","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1995","549484",""
"Italy","1993","Total","January","Data tabulated by year of occurrence","Final figure, complete","1995","45704",""
